Year,CO2
-100023,240.0715355
-100023,240.0715355
-99377,244.7624246
-99377,244.7624246
-98594,247.8721131
-98128,245.6255779
-97412,242.9897129
-97412,242.9897129
-96635,243.1798878
-96635,243.1798878
-95978,239.8585
-95322,242.354066
-95322,242.354066
-94526,245.7647295
-94526,245.7647295
-93972,246.1964653
-93285,242.9141172
-93285,242.9141172
-92620,242.4063602
-91874,238.2070953
-91874,238.2070953
-91476,235.1600042
-90719,232.4556887
-90719,232.4556887
-90001,233.7418403
-89496,231.1207564
-88885,231.5586505
-88885,231.5586505
-88368,229.7373815
-87747,228.8783456
-87296,227.3783735
-86752,223.9894141
-86752,223.9894141
-86187,217.800963
-85632,223.629744
-85079,221.0556106
-85079,221.0556106
-84549,223.3774166
-83942,228.763042
-83418,234.6861033
-82988,238.4231035
-82408,243.1607277
-82408,243.1607277
-81992,250.7874532
-81605,247.1003682
-81039,246.3224641
-80578,240.8729549
-80120,238.8889658
-79762,234.1341644
-79258,230.32954
-78773,233.9230178
-78381,230.6005848
-77929,234.7426829
-77461,229.255335
-77021,227.2993455
-76559,224.1427524
-76132,226.6471708
-75667,224.9179538
-75107,231.6834444
-75107,231.6834444
-74298,239.3414054
-73902,249.9395724
-73596,249.5236775
-73119,243.2700059
-72577,241.2403946
-72272,231.3339802
-71802,232.7350796
-71270,230.8909584
-70917,232.3347611
-70541,232.7908655
-70144,239.4563537
-69745,237.5634446
-69330,235.0157701
-68980,225.1721591
-68478,220.3266112
-68103,215.5508132
-67643,211.2583878
-67133,205.4203591
-66671,203.4254725
-66197,200.1704381
-65781,203.7588046
-65366,201.1418996
-65011,207.2052246
-64490,204.3859977
-63988,200.5910835
-63816,198.1736043
-63098,199.1708057
-62918,201.6702794
-62708,203.6954667
-61948,197.2423664
-61607,197.4034359
-61012,200.1481332
-60826,202.7086782
-60603,202.5567478
-59952,206.3768852
-59605,210.9034029
-59112,207.9542585
-58568,217.2531323
-58161,216.6606808
-57784,223.4548161
-57431,226.3532918
-57156,231.2935761
-56484,223.1485504
-55895,223.7182925
-55527,217.3763244
-55262,215.696527
-54555,212.4366913
-54288,207.6741131
-53961,210.2748745
-53344,208.1935057
-53065,216.8579027
-52438,217.9567383
-52208,220.3743648
-51857,221.1379091
-51159,223.717214
-50852,221.147906
-50436,219.082541
-50138,213.8178172
-49482,211.5708471
-49080,207.6364359
-48578,207.4099903
-48272,206.7440269
-47779,203.8713291
-47354,200.1200432
-47039,201.5786292
-46479,200.9751439
-45995,205.6596509
-45761,203.7878949
-45366,207.5966069
-44797,214.1828462
-44360,218.3488824
-43928,222.7174679
-43511,214.5013713
-43193,207.9533487
-42707,212.2853728
-42255,201.9967901
-41860,201.6896729
-41402,201.664624
-41019,204.2604784
-40679,204.8267435
-39952,199.8905658
-39657,205.4900664
-39219,201.5320304
-38805,200.4661596
-38359,197.904549
-37951,197.5525073
-37505,198.1385036
-37105,204.2829889
-36673,204.7919056
-36243,206.5229252
-35828,212.0924136
-35389,206.586571
-34991,203.5143458
-34557,198.9617645
-34137,204.1230145
-33619,201.8276294
-33217,203.6005086
-32762,197.1613049
-32385,196.201852
-31937,195.2662324
-31542,197.1252633
-31060,196.3260964
-30646,194.4295743
-30202,196.908055
-29843,193.7128385
-29407,188.4753253
-28827,190.3322228
-28451,184.2981804
-28050,191.567341
-27660,189.2425185
-27202,192.2643386
-26775,193.8025076
-26323,191.5941938
-25917,190.5849616
-25493,191.9531337
-25093,187.3935686
-24588,185.5131814
-24305,184.5716824
-23837,186.5411615
-23402,182.6604169
-22695,180.5655168
-22321,186.7268949
-22129,184.6823772
-21651,187.9853592
-21158,190.0805015
-20800,190.0135889
-20343,187.2242115
-19965,190.7825044
-19396,187.2427817
-19015,190.8707841
-18588,193.925954
-18264,190.4730177
-17680,191.4187653
-17333,191.584282
-16886,188.4364689
-16473,188.4698499
-16043,188.9556833
-15612,192.6236484
-15143,202.1012164
-14785,210.2493948
-14312,218.5638246
-13896,222.3646872
-13461,224.7431162
-13027,229.7867258
-12593,235.8323421
-12171,236.3980598
-11764,241.5913913
-11318,240.4197734
-10881,242.1466121
-10439,243.0039985
-10021,253.9931438
-9595,266.8975316
-9141,264.8
-8731,266.9
-8244,263.4
-7952,264.4
-7412,263.8
-7044,260.4
-6598,260.7
-6167,259.6
-5712,260.1
-5325,263
-4821,262.1
-4452,261.2
-3985,260.7
-3584,265.2
-3138,268.6
-2698,269.8
-2257,271.6
-1858,271.5
-1482,274
-1000,276.3
-577,277.9
-144,276.9
296,280.9089599
730,279.9902637
1166,283.9659747
1591,279.3568611
2022,417.978
